politician,url,datefrom,dateto,details,location,rate,nights,key,amount,spouse,note,lat,lon,electorate,state,party,partygroup,house,withinelectorate,
MARSHALL Gavin,http://www.finance.gov.au/sites/default/files/P34_MARSHALL_Gavin.pdf,23-Mar-14,25-Mar-14,Sittings of Parliament,Canberra,$268.00,3,48http://www.finance.gov.au/sites/default/files/P34_MARSHALL_Gavin.pdf5P34 MARSHALL Gavin,$804.00,,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
MASON Brett,http://www.finance.gov.au/sites/default/files/P34_MASON_Brett.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,83http://www.finance.gov.au/sites/default/files/P34_MASON_Brett.pdf5P34 MASON Brett,"$1,340.00",,,-35.2819998,149.1286843,,QLD,Liberal,Coalition,senate,,
MATHESON Russell,http://www.finance.gov.au/sites/default/files/P34_MATHESON_Russell.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_MATHESON_Russell.pdf5P34 MATHESON Russell,"$1,340.00",,,-35.2819998,149.1286843,Macarthur,NSW,Liberal,Coalition,lower,no,
MCCORMACK Michael,http://www.finance.gov.au/sites/default/files/P34_MCCORMACK_Michael.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,118http://www.finance.gov.au/sites/default/files/P34_MCCORMACK_Michael.pdf5P34 MCCORMACK Michael,"$1,340.00",,,-35.2819998,149.1286843,Riverina,NSW,National,Coalition,lower,no,
MCEWEN Anne,http://www.finance.gov.au/sites/default/files/P34_MCEWEN_Anne.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_MCEWEN_Anne.pdf5P34 MCEWEN Anne,"$1,340.00",,,-35.2819998,149.1286843,,SA,Labor,Labor,senate,,
MCGOWAN Cathy,http://www.finance.gov.au/sites/default/files/P34_MCGOWAN_Cathy.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,62http://www.finance.gov.au/sites/default/files/P34_MCGOWAN_Cathy.pdf5P34 MCGOWAN Cathy,"$1,072.00",,,-35.2819998,149.1286843,Indi,VIC,Independent,Independent,lower,no,
MCKENZIE Bridget,http://www.finance.gov.au/sites/default/files/P34_MCKENZIE_Bridget.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,83http://www.finance.gov.au/sites/default/files/P34_MCKENZIE_Bridget.pdf5P34 MCKENZIE Bridget,"$1,340.00",,,-35.2819998,149.1286843,,VIC,National,Coalition,senate,,
MCNAMARA Karen,http://www.finance.gov.au/sites/default/files/P34_MCNAMARA_Karen.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,48http://www.finance.gov.au/sites/default/files/P34_MCNAMARA_Karen.pdf5P34 MCNAMARA Karen,"$1,072.00",,,-35.2819998,149.1286843,Dobell,NSW,Liberal,Coalition,lower,no,
MILNE Christine,http://www.finance.gov.au/sites/default/files/P34_MILNE_Christine.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,118http://www.finance.gov.au/sites/default/files/P34_MILNE_Christine.pdf5P34 MILNE Christine,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Greens,Greens,senate,,
MITCHELL Rob,http://www.finance.gov.au/sites/default/files/P34_MITCHELL_Rob.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,41http://www.finance.gov.au/sites/default/files/P34_MITCHELL_Rob.pdf5P34 MITCHELL Rob,"$1,072.00",,,-35.2819998,149.1286843,McEwen,VIC,Labor,Labor,lower,no,
MOORE Claire,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,62http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf5P34 MOORE Claire,"$1,340.00",,,-35.2819998,149.1286843,,QLD,Labor,Labor,senate,,
MORRISON Scott,http://www.finance.gov.au/sites/default/files/P34_MORRISON_Scott.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,90http://www.finance.gov.au/sites/default/files/P34_MORRISON_Scott.pdf5P34 MORRISON Scott,"$1,340.00",,,-35.2819998,149.1286843,Cook,NSW,Liberal,Coalition,lower,no,
NEUMANN Shayne,http://www.finance.gov.au/sites/default/files/P34_NEUMANN_Shayne.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,77http://www.finance.gov.au/sites/default/files/P34_NEUMANN_Shayne.pdf5P34 NEUMANN Shayne,"$1,072.00",,,-35.2819998,149.1286843,Blair,QLD,Labor,Labor,lower,no,
O'DOWD Ken,http://www.finance.gov.au/sites/default/files/P34_O'DOWD_Ken.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,97http://www.finance.gov.au/sites/default/files/P34_O'DOWD_Ken.pdf5P34 O'DOWD Ken,"$1,340.00",,,-35.2819998,149.1286843,Flynn,QLD,National,Coalition,lower,no,
O'NEIL Clare,http://www.finance.gov.au/sites/default/files/P34_O'NEIL_Clare.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,48http://www.finance.gov.au/sites/default/files/P34_O'NEIL_Clare.pdf5P34 O'NEIL Clare,"$1,072.00",,,-35.2819998,149.1286843,Hotham,VIC,Labor,Labor,lower,no,
O'NEILL Deborah,http://www.finance.gov.au/sites/default/files/P34_O'NEILL_Deborah1.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,62http://www.finance.gov.au/sites/default/files/P34_O'NEILL_Deborah1.pdf5P34 O'NEILL Deborah1,"$1,340.00",,,-35.2819998,149.1286843,,NSW,Labor,Labor,senate,,
OWENS Julie,http://www.finance.gov.au/sites/default/files/P34_OWENS_Julie.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,55http://www.finance.gov.au/sites/default/files/P34_OWENS_Julie.pdf5P34 OWENS Julie,"$1,340.00",,,-35.2819998,149.1286843,Parramatta,NSW,Labor,Labor,lower,no,
PARKE Melissa,http://www.finance.gov.au/sites/default/files/P34_PARKE_Melissa.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,41http://www.finance.gov.au/sites/default/files/P34_PARKE_Melissa.pdf5P34 PARKE Melissa,"$1,072.00",,,-35.2819998,149.1286843,Fremantle,WA,Labor,Labor,lower,no,
PARRY Stephen,http://www.finance.gov.au/sites/default/files/P34_PARRY_Stephen.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,58http://www.finance.gov.au/sites/default/files/P34_PARRY_Stephen.pdf5P34 PARRY Stephen,"$1,350.00",$10.00,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
PASIN Tony,http://www.finance.gov.au/sites/default/files/P34_PASIN_Tony.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,62http://www.finance.gov.au/sites/default/files/P34_PASIN_Tony.pdf5P34 PASIN Tony,"$1,340.00",,,-35.2819998,149.1286843,Barker,SA,Liberal,Coalition,lower,no,
PERRETT Graham,http://www.finance.gov.au/sites/default/files/P34_PERRETT_Graham.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_PERRETT_Graham.pdf5P34 PERRETT Graham,"$1,072.00",,,-35.2819998,149.1286843,Moreton,QLD,Labor,Labor,lower,no,
PITT Keith,http://www.finance.gov.au/sites/default/files/P34_PITT_Keith.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,62http://www.finance.gov.au/sites/default/files/P34_PITT_Keith.pdf5P34 PITT Keith,"$1,340.00",,,-35.2819998,149.1286843,Hinkler,QLD,National,Coalition,lower,no,
POLLEY Helen,http://www.finance.gov.au/sites/default/files/P34_POLLEY_Helen.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,56http://www.finance.gov.au/sites/default/files/P34_POLLEY_Helen.pdf5P34 POLLEY Helen,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Labor,Labor,senate,,
PORTER Christian,http://www.finance.gov.au/sites/default/files/P34_PORTER_Christian.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,49http://www.finance.gov.au/sites/default/files/P34_PORTER_Christian.pdf5P34 PORTER Christian,"$1,072.00",,,-35.2819998,149.1286843,Pearce,WA,Liberal,Coalition,lower,no,
PRICE Melissa,http://www.finance.gov.au/sites/default/files/P34_PRICE_Melissa.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,118http://www.finance.gov.au/sites/default/files/P34_PRICE_Melissa.pdf5P34 PRICE Melissa,"$1,340.00",,,-35.2819998,149.1286843,Durack,WA,Liberal,Coalition,lower,no,
PYNE Christopher,http://www.finance.gov.au/sites/default/files/P34_PYNE_Christopher.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,153http://www.finance.gov.au/sites/default/files/P34_PYNE_Christopher.pdf5P34 PYNE Christopher,"$1,340.00",,,-35.2819998,149.1286843,Sturt,SA,Liberal,Coalition,lower,no,
RIPOLL Bernie,http://www.finance.gov.au/sites/default/files/P34_RIPOLL_Bernie.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,97http://www.finance.gov.au/sites/default/files/P34_RIPOLL_Bernie.pdf5P34 RIPOLL Bernie,"$1,072.00",,,-35.2819998,149.1286843,Oxley,QLD,Labor,Labor,lower,no,
RISHWORTH Amanda,http://www.finance.gov.au/sites/default/files/P34_RISHWORTH_Amanda.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_RISHWORTH_Amanda.pdf5P34 RISHWORTH Amanda,"$1,072.00",,,-35.2819998,149.1286843,Kingston,SA,Labor,Labor,lower,no,
ROBB Andrew,http://www.finance.gov.au/sites/default/files/P34_ROBB_Andrew.pdf,23-Mar-14,24-Mar-14,Sittings of Parliament,Canberra,$268.00,2,90http://www.finance.gov.au/sites/default/files/P34_ROBB_Andrew.pdf5P34 ROBB Andrew,$536.00,,,-35.2819998,149.1286843,Goldstein,VIC,Liberal,Coalition,lower,no,
ROBERT Stuart,http://www.finance.gov.au/sites/default/files/P34_ROBERT_Stuart.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,111http://www.finance.gov.au/sites/default/files/P34_ROBERT_Stuart.pdf5P34 ROBERT Stuart,"$1,072.00",,,-35.2819998,149.1286843,Fadden,QLD,Liberal,Coalition,lower,no,
RONALDSON Michael,http://www.finance.gov.au/sites/default/files/P34_RONALDSON_Michael.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,139http://www.finance.gov.au/sites/default/files/P34_RONALDSON_Michael.pdf5P34 RONALDSON Michael,"$1,340.00",,,-35.2819998,149.1286843,,VIC,Liberal,Coalition,senate,,
ROY Wyatt,http://www.finance.gov.au/sites/default/files/P34_ROY_Wyatt.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_ROY_Wyatt.pdf5P34 ROY Wyatt,"$1,340.00",,,-35.2819998,149.1286843,Longman,QLD,Liberal,Coalition,lower,no,
RUDDOCK Philip,http://www.finance.gov.au/sites/default/files/P34_RUDDOCK_Philip.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,90http://www.finance.gov.au/sites/default/files/P34_RUDDOCK_Philip.pdf5P34 RUDDOCK Philip,"$1,072.00",,,-35.2819998,149.1286843,Berowra,NSW,Liberal,Coalition,lower,no,
RUSTON Anne,http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,126http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf5P34 RUSTON Anne,"$1,340.00",,,-35.2819998,149.1286843,,SA,Liberal,Coalition,senate,,
RYAN Joanne,http://www.finance.gov.au/sites/default/files/P34_RYAN_Joanne.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,55http://www.finance.gov.au/sites/default/files/P34_RYAN_Joanne.pdf5P34 RYAN Joanne,"$1,340.00",,,-35.2819998,149.1286843,Lalor,VIC,Labor,Labor,lower,no,
RYAN Scott,http://www.finance.gov.au/sites/default/files/P34_RYAN_Scott.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,69http://www.finance.gov.au/sites/default/files/P34_RYAN_Scott.pdf5P34 RYAN Scott,"$1,340.00",,,-35.2819998,149.1286843,,VIC,Liberal,Coalition,senate,,
SCOTT Fiona,http://www.finance.gov.au/sites/default/files/P34_SCOTT_Fiona.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,48http://www.finance.gov.au/sites/default/files/P34_SCOTT_Fiona.pdf5P34 SCOTT Fiona,"$1,072.00",,,-35.2819998,149.1286843,Lindsay,NSW,Liberal,Coalition,lower,no,
SIEWERT Rachel,http://www.finance.gov.au/sites/default/files/P34_SIEWERT_Rachel.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_SIEWERT_Rachel.pdf5P34 SIEWERT Rachel,"$1,340.00",,,-35.2819998,149.1286843,,WA,Greens,Greens,senate,,
SIMPKINS Luke,http://www.finance.gov.au/sites/default/files/P34_SIMPKINS_Luke.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_SIMPKINS_Luke.pdf5P34 SIMPKINS Luke,"$1,072.00",,,-35.2819998,149.1286843,Cowan,WA,Liberal,Coalition,lower,no,
SMITH Dean,http://www.finance.gov.au/sites/default/files/P34_SMITH_Dean.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,111http://www.finance.gov.au/sites/default/files/P34_SMITH_Dean.pdf5P34 SMITH Dean,"$1,340.00",,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
SMITH Tony,http://www.finance.gov.au/sites/default/files/P34_SMITH_Tony.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,64http://www.finance.gov.au/sites/default/files/P34_SMITH_Tony.pdf5P34 SMITH Tony,"$1,340.00",,,-35.2819998,149.1286843,Casey,VIC,Liberal,Coalition,lower,no,
SOUTHCOTT Andrew,http://www.finance.gov.au/sites/default/files/P34_SOUTHCOTT_Andrew.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_SOUTHCOTT_Andrew.pdf5P34 SOUTHCOTT Andrew,"$1,072.00",,,-35.2819998,149.1286843,Boothby,SA,Liberal,Coalition,lower,no,
STERLE Glenn,http://www.finance.gov.au/sites/default/files/P34_STERLE_Glenn.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,76http://www.finance.gov.au/sites/default/files/P34_STERLE_Glenn.pdf5P34 STERLE Glenn,"$1,340.00",,,-35.2819998,149.1286843,,WA,Labor,Labor,senate,,
STONE Sharman,http://www.finance.gov.au/sites/default/files/P34_STONE_Sharman.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,62http://www.finance.gov.au/sites/default/files/P34_STONE_Sharman.pdf5P34 STONE Sharman,"$1,072.00",,,-35.2819998,149.1286843,Murray,VIC,Liberal,Coalition,lower,no,
SUDMALIS Ann,http://www.finance.gov.au/sites/default/files/P34_SUDMALIS_Ann.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,48http://www.finance.gov.au/sites/default/files/P34_SUDMALIS_Ann.pdf5P34 SUDMALIS Ann,"$1,072.00",,,-35.2819998,149.1286843,Gilmore,NSW,Liberal,Coalition,lower,no,
SUKKAR Michael,http://www.finance.gov.au/sites/default/files/P34_SUKKAR_Michael.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_SUKKAR_Michael.pdf5P34 SUKKAR Michael,"$1,072.00",,,-35.2819998,149.1286843,Deakin,VIC,Liberal,Coalition,lower,no,
SWAN Wayne,http://www.finance.gov.au/sites/default/files/P34_SWAN_Wayne.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,41http://www.finance.gov.au/sites/default/files/P34_SWAN_Wayne.pdf5P34 SWAN Wayne,"$1,072.00",,,-35.2819998,149.1286843,Lilley,QLD,Labor,Labor,lower,no,
THISTLETHWAITE Matt,http://www.finance.gov.au/sites/default/files/P34_THISTLETHWAITE_Matt1.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,48http://www.finance.gov.au/sites/default/files/P34_THISTLETHWAITE_Matt1.pdf5P34 THISTLETHWAITE Matt1,"$1,072.00",,,-35.2819998,149.1286843,Kingsford Smith,NSW,Labor,Labor,lower,no,
THOMSON Kelvin,http://www.finance.gov.au/sites/default/files/P34_THOMSON_Kelvin.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_THOMSON_Kelvin.pdf5P34 THOMSON Kelvin,"$1,340.00",,,-35.2819998,149.1286843,Wills,VIC,Labor,Labor,lower,no,
TILLEM Mehmet,http://www.finance.gov.au/sites/default/files/P34_TILLEM_Mehmet.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_TILLEM_Mehmet.pdf5P34 TILLEM Mehmet,"$1,340.00",,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,186http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf5P34 TRUSS Warren,"$1,390.00",$50.00,,-35.2819998,149.1286843,Wide Bay,QLD,National,Coalition,lower,no,
TURNBULL Malcolm,http://www.finance.gov.au/sites/default/files/P34_TURNBULL_Malcolm.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,78http://www.finance.gov.au/sites/default/files/P34_TURNBULL_Malcolm.pdf5P34 TURNBULL Malcolm,"$1,340.00",,,-35.2819998,149.1286843,Wentworth,NSW,Liberal,Coalition,lower,no,
URQUHART Anne,http://www.finance.gov.au/sites/default/files/P34_URQUHART_Anne.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,76http://www.finance.gov.au/sites/default/files/P34_URQUHART_Anne.pdf5P34 URQUHART Anne,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Labor,Labor,senate,,
VAN MANEN Bert,http://www.finance.gov.au/sites/default/files/P34_VAN_MANEN_Bert.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_VAN_MANEN_Bert.pdf5P34 VAN MANEN Bert,"$1,072.00",,,-35.2819998,149.1286843,Forde,QLD,Liberal,Coalition,lower,no,
VARVARIS Nickolas,http://www.finance.gov.au/sites/default/files/P34_VARVARIS_Nickolas.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_VARVARIS_Nickolas.pdf5P34 VARVARIS Nickolas,"$1,340.00",,,-35.2819998,149.1286843,Barton,NSW,Liberal,Coalition,lower,no,
VASTA Ross,http://www.finance.gov.au/sites/default/files/P34_VASTA_Ross.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,48http://www.finance.gov.au/sites/default/files/P34_VASTA_Ross.pdf5P34 VASTA Ross,"$1,072.00",,,-35.2819998,149.1286843,Bonner,QLD,Liberal,Coalition,lower,no,
WATERS Larissa,http://www.finance.gov.au/sites/default/files/P34_WATERS_Larissa.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,55http://www.finance.gov.au/sites/default/files/P34_WATERS_Larissa.pdf5P34 WATERS Larissa,"$1,340.00",,,-35.2819998,149.1286843,,QLD,Greens,Greens,senate,,
WHISH-WILSON Peter,http://www.finance.gov.au/sites/default/files/P34_WHISH-WILSON_Peter.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,77http://www.finance.gov.au/sites/default/files/P34_WHISH-WILSON_Peter.pdf5P34 WHISH-WILSON Peter,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Greens,Greens,senate,,
WHITELEY Brett,http://www.finance.gov.au/sites/default/files/P34_WHITELEY_Brett.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,62http://www.finance.gov.au/sites/default/files/P34_WHITELEY_Brett.pdf5P34 WHITELEY Brett,"$1,072.00",,,-35.2819998,149.1286843,Braddon,TAS,Liberal,Coalition,lower,no,
WILKIE Andrew,http://www.finance.gov.au/sites/default/files/P34_WILKIE_Andrew.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,55http://www.finance.gov.au/sites/default/files/P34_WILKIE_Andrew.pdf5P34 WILKIE Andrew,"$1,072.00",,,-35.2819998,149.1286843,Denison,TAS,Independent,Independent,lower,no,
WILLIAMS John,http://www.finance.gov.au/sites/default/files/P34_WILLIAMS_John.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,118http://www.finance.gov.au/sites/default/files/P34_WILLIAMS_John.pdf5P34 WILLIAMS John,"$1,340.00",,,-35.2819998,149.1286843,,NSW,National,Coalition,senate,,
WILSON Rick,http://www.finance.gov.au/sites/default/files/P34_WILSON_Rick.pdf,23-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,4,139http://www.finance.gov.au/sites/default/files/P34_WILSON_Rick.pdf5P34 WILSON Rick,"$1,072.00",,,-35.2819998,149.1286843,O'Connor,WA,Liberal,Coalition,lower,no,
WONG Penny,http://www.finance.gov.au/sites/default/files/P34_WONG_Penny.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,64http://www.finance.gov.au/sites/default/files/P34_WONG_Penny.pdf5P34 WONG Penny,"$1,340.00",,,-35.2819998,149.1286843,,SA,Labor,Labor,senate,,
WOOD Jason,http://www.finance.gov.au/sites/default/files/P34_WOOD_Jason.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,48http://www.finance.gov.au/sites/default/files/P34_WOOD_Jason.pdf5P34 WOOD Jason,"$1,340.00",,,-35.2819998,149.1286843,La Trobe,VIC,Liberal,Coalition,lower,no,
ZAPPIA Tony,http://www.finance.gov.au/sites/default/files/P34_ZAPPIA_Tony.pdf,23-Mar-14,27-Mar-14,Sittings of Parliament,Canberra,$268.00,5,62http://www.finance.gov.au/sites/default/files/P34_ZAPPIA_Tony.pdf5P34 ZAPPIA Tony,"$1,340.00",,,-35.2819998,149.1286843,Makin,SA,Labor,Labor,lower,no,
ALBANESE Anthony,http://www.finance.gov.au/sites/default/files/P34_ALBANESE_Anthony.pdf,24-Mar-14,24-Mar-14,Sittings of Parliament,Canberra,$268.00,1,104http://www.finance.gov.au/sites/default/files/P34_ALBANESE_Anthony.pdf5P34 ALBANESE Anthony,$268.00,,,-35.2819998,149.1286843,Grayndler,NSW,Labor,Labor,lower,no,
BILLSON Bruce,http://www.finance.gov.au/sites/default/files/P34_BILLSON_Bruce.pdf,24-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,3,97http://www.finance.gov.au/sites/default/files/P34_BILLSON_Bruce.pdf5P34 BILLSON Bruce,$804.00,,,-35.2819998,149.1286843,Dunkley,VIC,Liberal,Coalition,lower,no,
BOSWELL Ronald,http://www.finance.gov.au/sites/default/files/P34_BOSWELL_Ronald.pdf,24-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,3,48http://www.finance.gov.au/sites/default/files/P34_BOSWELL_Ronald.pdf5P34 BOSWELL Ronald,$804.00,,,-35.2819998,149.1286843,,QLD,National,Coalition,senate,,
BOWEN Chris,http://www.finance.gov.au/sites/default/files/P34_BOWEN_Chris.pdf,24-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,3,62http://www.finance.gov.au/sites/default/files/P34_BOWEN_Chris.pdf5P34 BOWEN Chris,$804.00,,,-35.2819998,149.1286843,McMahon,NSW,Labor,Labor,lower,no,
BROWN Carol,http://www.finance.gov.au/sites/default/files/P34_BROWN_Carol.pdf,24-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,3,48http://www.finance.gov.au/sites/default/files/P34_BROWN_Carol.pdf5P34 BROWN Carol,$804.00,,,-35.2819998,149.1286843,,TAS,Labor,Labor,senate,,
BURKE Anna,http://www.finance.gov.au/sites/default/files/P34_BURKE_Anna.pdf,24-Mar-14,26-Mar-14,Sittings of Parliament,Canberra,$268.00,3,48http://www.finance.gov.au/sites/default/files/P34_BURKE_Anna.pdf5P34 BURKE Anna,$804.00,,,-35.2819998,149.1286843,Chisholm,VIC,Labor,Labor,lower,no,
